;input;path;generated;Lev
28382;person 1 1;Ы О М Э В Ж Т Т; Ы О Ф Х А Д С Ш Р Т;7
28383;person 2 1;Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;7
28384;person 3 1;Ы О И Л Б Е Р Ш С Д А К И О Ы О М Я Г З У Щ Т Ж В Э М О И К А Д С Ш Р Е Б Б Л И О Ы О М Э Ж Т Т; Ы О Ф Х А Х Ц Г З Т;43
28385;person 4 1;Ы О И Л Б Е Р Ш С Д А К И О О Ф Ц Г Г З У Щ Ж В Э М О Ф Х А Д С Ш Р Е Б Л И О Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;39
28386;person 5 1;Ы О М Э Ж В Т Щ Щ Т Ж В Э М Я Г Ц Ф О И К А Д С Ш Р Е Б Е Р; Ы О Ф Х А Х Ц Г З Т;26
28387;person 6 1;Ы О Ф Ц Г Г З У Щ Ж В Э М О Ф Х А А Д С Ш Р Е Б Л И О Ы Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;29
28388;person 7 1;Ы О Ф Х А Д С Ш Е Б Л И О О И К А Д С Ш Р Е Б Л И О М Э Ж В Т Т; Ы О Ф Х А Х Ц Г З Т;27
28389;person 8 1;Ы О И К А Д С Ш Р Е Б Л И О Ф Ц Г З У Щ Т Ж В В Э М О И Л Б Е Р Ш С Д А Х Ц Г З У Щ Ж В Э М О Ф О Ы Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;49
28390;person 9 1;Ы О И Л Е Б Р Ш С Д А Х Ц Г З У Щ Ж Э М О И Л И О Ы Ы О И Л Б Е Ш С С Ш Р; Ы О Ф Х А Х Ц Г З Т;30
28391;person 10 1;Ы О И Л Е Б Р Ш С Д А Х Ц Г З У Щ Т Ж В Э М М О И К А Д С Ш Р Е Р; Ы О Ф Х А Х Ц Г З Т;26
28392;person 11 1;Ы О И Л Е Р Ш С Д А Х Ц Г З У Щ Т Ж В Ж Т; Ы О Ф Х А Х Ц Г З Т;14
28393;person 12 1;Ы О И Л Е Б Р Ш С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;11
28394;person 13 1;Ы О М Я Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28395;person 14 1;Ы О М Я Г Г З У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;13
28396;person 15 1;Ы О М Э В Ж Т Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;14
28397;person 16 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28398;person 17 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28399;person 18 1;Ы О И К А Х Ц Г Ц Ф О Ы О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;12
28400;person 19 1;Ы О И Л Е Б Ш С Д А Д А Х Ц Г Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;16
28401;person 20 1;Ы О М Э Ж Щ У З Г Ц Х А Д С Ш Р Е Р; Ы О Ф Х А Х Ц Г З Т;14
28402;person 21 1;Ы О М Я Г Ц Х А А К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;10
28403;person 22 1;Ы О Ф Х А Х Ц Г Г Я М О Ы Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;12
28404;person 23 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28405;person 24 1;Ы О И Л Е Ш С Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;9
28406;person 25 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28407;person 26 1;Ы О И К А Д А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;9
28408;person 27 1;Ы О М Я Г З Г Ц Х А К И О Ы О О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;19
28409;person 28 1;Ы О М Я Г Г Ц Х А К И Л Е Р; Ы О Ф Х А Х Ц Г З Т;10
28410;person 29 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28411;person 30 1;Ы О М Я Г Я М О Ы Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;17
28412;person 31 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;4
28413;person 32 1;Ы О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;4
28414;person 33 1;Ы О Ф Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;8
28415;person 34 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28416;person 35 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28417;person 36 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28418;person 37 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28419;person 38 1;Ы О М Я Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28420;person 39 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28421;person 1 1;Ы О И К А Д С Ш Р Е Б Л И О Ы О М Я Г З У Щ Т Ж В Э М О О М Я Г З У Щ Т Ж В Э М Я Г З У Щ Т Ж В Э М О И К А Д С Ш Р Е Б Л И О О М Э Ж В Т Т Щ Т Ж Э М О И Л Е Ш С Д А К И О О М О Ф Х А К Л Б Е Р; Ы О Ф Х А Д С Ш Р Т;90
28422;person 2 1;Ы О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28423;person 3 1;Ы О М Э Э Ж В Т Щ У З Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;15
28424;person 4 1;Ы О Ф Х А Д С Ш Е Б Л И О М Я Г З У Щ Ж В Э М Я Г Ц Ф О И К А Д С Ш Е Б Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;33
28425;person 5 1;Ы О М Я Г Ц Х А Д С Ш Р Е Б Л И О Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;19
28426;person 6 1;Ы О М Я Г Ц Х А Д С Ш Р Е Б Л И О О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;18
28427;person 7 1;Ы О М Я Г Г Ц Х А Д С Ш Р Е Б Л И О Ы Ы О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;22
28428;person 8 1;Ы О Ф Х А А Х Ц Г З У Щ Т Ж Т; Ы О Ф Х А Х Ц Г З Т;6
28429;person 9 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28430;person 10 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28431;person 11 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28432;person 12 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28433;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28434;person 14 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28435;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28436;person 16 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28437;person 17 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28438;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28439;person 19 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28440;person 20 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28441;person 21 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28442;person 22 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28443;person 23 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28444;person 24 1;Ы О Ф Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28445;person 25 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28446;person 1 1;Ы О И Л Е Р; Ы О Ф Х А Д С Ш Р Т;6
28447;person 2 1;Ы О И К А Д С Ш Е Б Л И О О М Э Ж Т Щ У З Г Я М О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;28
28448;person 3 1;Ы О М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;7
28449;person 4 1;Ы О М Я Г Ц Х А Д С Ш Р Е Б Л И О Ы Ы О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;21
28450;person 5 1;Ы О И К А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28451;person 6 1;Ы О М Я Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28452;person 7 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28453;person 8 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28454;person 9 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28455;person 10 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28456;person 11 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28457;person 12 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28458;person 13 1;Ы О М Я Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;9
28459;person 14 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28460;person 15 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28461;person 16 1;Ы О И К А Д Д А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28462;person 17 1;Ы О Ф Ц Г Ц Х А К Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;8
28463;person 18 1;Ы О И К А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28464;person 19 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28465;person 20 1;Ы О И К А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;8
28466;person 21 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28467;person 22 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28468;person 23 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28469;person 24 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28470;person 25 1;Ы О И К А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28471;person 26 1;Ы О И К А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;8
28472;person 1 1;Ы О М Я Г Я Э В Ж Т Щ У З Г Я М М О И К А Д С Ш Р; Ы О Ф Х А Д С Ш Р Т;18
28473;person 2 1;Ы О Ф Х А Д С Ш Р Е Б Л И О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;14
28474;person 3 1;Ы О Ф Х А А Х Ц Г З Г З У Щ Ж Э М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;17
28475;person 4 1;Ы О Ф Х А Х Ц Г Я Э Ж Т; Ы О Ф Х А Х Ц Г З Т;4
28476;person 5 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28477;person 6 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28478;person 7 1;Ы О Ф Х А Х Ц Г Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28479;person 8 1;Ы О Ф Ф Х А А А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;8
28480;person 9 1;Ы О Ф Х А Д Д А Х Ц Г Ц Ф О О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;12
28481;person 10 1;Ы О Ф Х А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28482;person 11 1;Ы О Ф Х А Х Ц Г З У Щ Т Т Щ У З Г Я Э Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;19
28483;person 12 1;Ы О Ф Х А Х Ц Г Я М Э В Ж Т Т; Ы О Ф Х А Х Ц Г З Т;7
28484;person 13 1;Ы О Ф Х А Д А Х Ц Г Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;9
28485;person 14 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28486;person 15 1;Ы О Ф Х А Х Ц Г Ц Г Я М Э В Ж Т Т; Ы О Ф Х А Х Ц Г З Т;9
28487;person 16 1;Ы О Ф Х А Х Ц Г Я М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;6
28488;person 17 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28489;person 18 1;Ы О Ф Х А А Х Ц Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28490;person 19 1;Ы О Ф Х А Х Ц Г Я Э Э В Ж Т Т; Ы О Ф Х А Х Ц Г З Т;7
28491;person 20 1;Ы О Ф Х А Х Ц Г Я М Э Ж В Т; Ы О Ф Х А Х Ц Г З Т;6
28492;person 21 1;Ы О М Э В Ж Т Т; Ы О Ф Х А Х Ц Г З Т;7
28493;person 22 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28494;person 23 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28495;person 24 1;Ы О Ф Х А Х Ц Г Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28496;person 25 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28497;person 26 1;Ы О Ф Х А Х Ц Г Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28498;person 27 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28499;person 28 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28500;person 29 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28501;person 30 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28502;person 31 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28503;person 32 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28504;person 33 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28505;person 34 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28506;person 35 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28507;person 36 1;Ы О Ф Х А А Х Ц Г Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28508;person 37 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28509;person 38 1;Ы О Ф Х А А Х Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28510;person 39 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28511;person 40 1;Ы О Ф Х А Х Ц Г З З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28512;person 41 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28513;person 42 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28514;person 43 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28515;person 44 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;5
28516;person 45 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28517;person 46 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28518;person 47 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28519;person 48 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28520;person 49 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28521;person 50 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28522;person 51 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28523;person 1 1;Ы О И Л Е Б Р Ш С Д А К И О Ы Ы О М Я Г З У Щ Т; Ы О Ф Х А Д С Ш Р Т;21
28524;person 2 1;Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28525;person 3 1;Ы О И Л Б Е Р Р Ш С Д А К И О Ф Ц Г З У Щ Т Ж В Э М О Ы Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;29
28526;person 4 1;Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28527;person 5 1;Ы О Ф Х А Д С Ш Р Е Б Л И О М Э В Ж Т Щ У З Г Ц Х А Д С Ш Р Е Б Л И О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;33
28528;person 6 1;Ы О И К А Д С Ш Р Е Б Л И О О М Э Ж В Т Щ У З Г Ц Х А К И О Ы О М Э Ж В Т Щ У З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;43
28529;person 7 1;Ы О М Э Ж Т Щ У З Г Ц Х А Д С Ш Р Е Б Л И О Ы Ы О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;26
28530;person 8 1;Ы О М Э Я Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28531;person 9 1;Ы О М Э М Я Г Г Ц Г Ц Х А Д С Ш Р Е Б Л И О О М Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;24
28532;person 10 1;Ы О М Э Я Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28533;person 11 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28534;person 12 1;Ы О М Я Г Ц Г З Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;12
28535;person 13 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28536;person 14 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28537;person 15 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28538;person 16 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28539;person 17 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28540;person 18 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28541;person 19 1;Ы О М Я Г Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28542;person 20 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28543;person 21 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28544;person 22 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28545;person 23 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28546;person 24 1;Ы О М Я Г Ц Х А Д С Ш Р Е Б Л И О О М Я Г З У Щ Т Ж В Э М О Ф Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;31
28547;person 25 1;Ы О М Ф О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;10
28548;person 26 1;Ы О М Я Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;8
28549;person 1 1;Ы О Ф Х А К И Л Е Ш С Д А К И Л Б Е Ш С Д А Х Ц Г Я М Э В Ж Т Т; Ы О Ф Х А Д С Ш Р Т;25
28550;person 2 1;Ы О М Я Г Я Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;8
28551;person 3 1;Ы О Ф Х А К И Л И О Ы Ы О Ф Х А К И О О И К А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;21
28552;person 4 1;Ы О Ф Ц Г З Г Я М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;10
28553;person 5 1;Ы О Ф Ц Г Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;7
28554;person 6 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28555;person 7 1;Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28556;person 8 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28557;person 9 1;Ы О Ф Ц Г Ц Х А Д С Ш Е Б Е Б Р; Ы О Ф Х А Х Ц Г З Т;11
28558;person 10 1;Ы О Ф Х А Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;6
28559;person 11 1;Ы О Ф Х А Х Ц Г Я Э В Ж Т Т; Ы О Ф Х А Х Ц Г З Т;6
28560;person 12 1;Ы О Ф Х А Х Ц Г З У Щ Т Т; Ы О Ф Х А Х Ц Г З Т;4
28561;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28562;person 14 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28563;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28564;person 16 1;Ы О М Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28565;person 17 1;Ы О М Ф Ц Г Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;9
28566;person 18 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28567;person 19 1;Ы О Ф Х А Х А К И Л Л И О М Я Г З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;14
28568;person 20 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28569;person 21 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28570;person 22 1;Ы О Ф Х А Х Ц Г З Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;5
28571;person 1 1;Ы О Ф Ц Г Я М Э Ж Т; Ы О Ф Х А Д С Ш Р Т;7
28572;person 2 1;Ы О Ф Х А Х Ц Г З У Щ Ж В Э М Я Г Ц Ф Ф Х А К И Л Е Р Ш С Д А Х Ц Г З У Щ Ж В Э М Я Г З У Щ Ж В Э М Я Г Ц Х А К И К А Д С Ш Е Б Л И К А Д С Ш Е Б Л И К А Х Ф О Ф Ц Г Я Э В Ж Т Щ У З Г Ц Х А Д Д А К И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;95
28573;person 3 1;Ы О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;7
28574;person 4 1;Ы О М Я Г З У Щ Ж В Э М О И К А К Л Е Б Р Ш С Д А Х Ц Г З У Щ Т Ж В Э М О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;35
28575;person 5 1;Ы О И К А Х Ц Г З У Щ Ж Э М О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;12
28576;person 6 1;Ы О Ф Х А Х Ц Г Ц Х А Д С Ш Р Е Б Л И О М Э Ж Т; Ы О Ф Х А Х Ц Г З Т;16
28577;person 7 1;Ы О Ф Ц Г Ц Х А Х А Д С Ш Р Е Б Л И О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;18
28578;person 8 1;Ы О Ф Х А Х Ц Г З У Щ Ж В Э М О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;12
28579;person 9 1;Ы О Ф Ц Г Ц Х А Д С Ш Р Е Б Л И О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;17
28580;person 10 1;Ы О Ф Х А Х Ц Г Я Э Ж Т; Ы О Ф Х А Х Ц Г З Т;4
28581;person 11 1;Ы О Ф Ц Г Ц Х А А Д С Ш Е Б Л И О М Э В Ж Т; Ы О Ф Х А Х Ц Г З Т;17
28582;person 12 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28583;person 13 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28584;person 14 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28585;person 15 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28586;person 16 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28587;person 17 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28588;person 18 1;Ы О Ф Х А А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;4
28589;person 19 1;Ы О Ф Х А Х Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;3
28590;person 1 1;Ы О Ф Х А Д С Ш Р Е Б Л И К А Х Ф О Ы Ы О Ф Ц Г З Г Я Э Ж В Т; Ы О Ф Х А Д С Ш Р Т;22
28591;person 2 1;Ы О И К А Х Ц Г З У Щ Т Ж В Ж Щ У З Г Ц Х А А К И О Ы Ы О Ф Ц Г З У Щ Т; Ы О Ф Х А Х Ц Г З Т;29
28592;person 3 1;Ы О И Л Б Е Р; Ы О Ф Х А Х Ц Г З Т;7
28593;person 4 1;Ы О М Я Г Ц Х А А К И Л Е Р; Ы О Ф Х А Х Ц Г З Т;10
28594;person 5 1;Ы О Ф Ц Г Ц Х А К Л Е Б Р; Ы О Ф Х А Х Ц Г З Т;8
28595;person 6 1;Ы О Ф Ц Г Ц Х А К А Д Д А Х Ф О И Л Е Р; Ы О Ф Х А Х Ц Г З Т;14
28596;person 7 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
28597;person 8 1;Ы О Ф Ц Г Ц Х А Д С Ш Р; Ы О Ф Х А Х Ц Г З Т;7
